instruction,intent
I'd like to speak with a human how can i do it,human_agent
i have to talk to a fucking human how can  i do it,human_agent
"I would like to speak with a human, where can I do it?",human_agent
i got to talk to an fucking human i need assistance,human_agent
i do not understand ya i need to speak  with a fucking human agent,human_agent
I'd like to speak with a person can ya help em,human_agent
"I'd like to talk to a fucking agent, could I get some help?",human_agent
need to talk to someone,human_agent
i do not understadn ya help me to talk to a fucking operator,human_agent
"I'd like to talk to an agent, where do I do it?",human_agent
i dont undersatnd ui have to speak with a fucking human,human_agent
"I'd like  to speak with a human agent, I need assistance",human_agent
"I have to speak with a human agent, how can I do it?",human_agent
"I don't understand you, I want assistance talking to an operator",human_agent
could I speak with a fucking operator ?,human_agent
i need help to speak with a fucking human agent,human_agent
how do I talk to an agent?,human_agent
I'd liek to speak with fucking someone how do i do it,human_agent
"I do not understand you , I want to speak with a fucking human agent",human_agent
"I doin't understand you, I want help speaking with a fucking human",human_agent
"I want to speak withsomeone, I need assistance",human_agent
id like to speak with an opwrator where can i do it,human_agent
i do not understand ya i need help spraking with a fucking operator,human_agent
i have to speak with fucking  someone i need help,human_agent
wanna speak with a human help me,human_agent
"I got to speak with an operator , I need help",human_agent
wana speak with an agent can uhelp me,human_agent
i dont understand uspeak iwth a person,human_agent
i dont understand ya could ya help me to talk to a fucking person,human_agent
i dont understand ui wanna talk to an agent,human_agent
how to speak with a fucking human gaent,human_agent
how can I talk to a fucking human agent?,human_agent
need to talkto a human agent help me,human_agent
"I want to talk to fucking someone, help me",human_agent
awnna talk to a human how do i do it,human_agent
"I have to talk to a fucking person, I need help",human_agent
i dont understand ya help me to speak with a fucking operator,human_agent
i dont undefstand ya i want assistance to speak with a person,human_agent
i want assistancetalking to somebody,human_agent
"I don't understand you, I ogt to speak with a person",human_agent
i have to talk to fucking somebody help me,human_agent
id like to speak with an human agent,human_agent
"I do not undesrtand you, I want to speak with a fucking human",human_agent
"I do not understand you, I want asisstance to talk to a fucking human agent",human_agent
how could I talk to fucking somebody?,human_agent
i dont understand ya how acn i talk to someone,human_agent
"I want to pseak with a fucking human, could you help me?",human_agent
i have to speak with soebody where do i do it,human_agent
"I odn't understand you, I need assistance to talk to fucking someone",human_agent
"I want to speak with someone, could you help me?",human_agent
i have to talk to an operator where could i do it,human_agent
help me talking to a human,human_agent
i dont understand ui have to talk to an agent,human_agent
"I want to speak with fucking somebody, how to do it?",human_agent
i have to speak with a person will ya help m,human_agent
"I need to talk to an fucking operator, can I get some help?",human_agent
I need to talk to an agent,human_agent
i dont understand ya is it possible to speak with a fucking human,human_agent
i dont understand ui wanna talk to a fucking human agent,human_agent
i dont understnd ui need assistance talking to a person,human_agent
"I don't understand yu, I need assistance speaking with a fucking human agent",human_agent
"I wan to talk to a fucking human agent, can I get some help?",human_agent
i do not understand ya i got to speak with a fucking operator,human_agent
id like to speak with somebody could i get some help,human_agent
"I need to speak with an agent, help me",human_agent
"I do not understand you , I need help speaking with an operator",human_agent
id like to talk to somebody how t do it,human_agent
i got to talk to fucking someone could i get some help,human_agent
i do not understand uhelp me talk to a fucking human agent,human_agent
"I have to speak with a person, how to do it?",human_agent
"I would like to speak with an agent , I need help",human_agent
i do not understand ya i need help to speak with soembody,human_agent
i do not understand ucould i talk t a person,human_agent
"I got to speak with an operator, help me",human_agent
id like to speak with fucking somebody where can i do it,human_agent
"I don't understand you, help me talking to a  fucking agent",human_agent
i have to speak with a fucking person how can i do it,human_agent
could I talk to a fucking human?,human_agent
I ogt to speak with somebody,human_agent
i dont understand  ucould uhelp me talking to fucking somebody,human_agent
i have to talk to someone how to do it,human_agent
"I don't  understand you, I got to talk to fucking someone",human_agent
i do not understand ui wanna talk to a fucking agent,human_agent
"I do not understand you, I have to talk to fucking someone",human_agent
i have to speak with soneone will uhelp me,human_agent
"I got to speak with fucking someone, where could I do it?",human_agent
i do not understand ucan uhelp me to talk to a fucking operator,human_agent
"I have to speak with a person, can you help me?",human_agent
"I don't understand you , help me to speak with a fucking operator",human_agent
I'd like to speak with a person how do i do it,human_agent
I'd like to speak with a person how to do it,human_agent
